Query Number,Time,SQLStatement
86, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=43, 

88, 0.001328, SELECT itemID FROM dataminingdb.itemsets WHERE transId=44, 

90, 0.00130525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=45, 

92, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=46, 

80, 0.00131375, SELECT itemID FROM dataminingdb.itemsets WHERE transId=40, 

82, 0.001309, SELECT itemID FROM dataminingdb.itemsets WHERE transId=41, 

84, 0.00132675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=42, 

86, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=43, 

88, 0.001328, SELECT itemID FROM dataminingdb.itemsets WHERE transId=44, 

90, 0.00130525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=45, 

92, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=46, 

94, 0.0013045, SELECT itemID FROM dataminingdb.itemsets WHERE transId=47, 

82, 0.001309, SELECT itemID FROM dataminingdb.itemsets WHERE transId=41, 

84, 0.00132675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=42, 

86, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=43, 

88, 0.001328, SELECT itemID FROM dataminingdb.itemsets WHERE transId=44, 

90, 0.00130525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=45, 

92, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=46, 

94, 0.0013045, SELECT itemID FROM dataminingdb.itemsets WHERE transId=47, 

96, 0.001337, SELECT itemID FROM dataminingdb.itemsets WHERE transId=48, 

84, 0.00132675, SELECT itemID FROM dataminingdb.itemsets WHERE transId=42, 

86, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=43, 

88, 0.001328, SELECT itemID FROM dataminingdb.itemsets WHERE transId=44, 

90, 0.00130525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=45, 

92, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=46, 

94, 0.0013045, SELECT itemID FROM dataminingdb.itemsets WHERE transId=47, 

96, 0.001337, SELECT itemID FROM dataminingdb.itemsets WHERE transId=48, 

98, 0.001323, SELECT itemID FROM dataminingdb.itemsets WHERE transId=49, 

86, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=43, 

88, 0.001328, SELECT itemID FROM dataminingdb.itemsets WHERE transId=44, 

90, 0.00130525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=45, 

92, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=46, 

94, 0.0013045, SELECT itemID FROM dataminingdb.itemsets WHERE transId=47, 

96, 0.001337, SELECT itemID FROM dataminingdb.itemsets WHERE transId=48, 

98, 0.001323, SELECT itemID FROM dataminingdb.itemsets WHERE transId=49, 

100, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=50, 

88, 0.001328, SELECT itemID FROM dataminingdb.itemsets WHERE transId=44, 

90, 0.00130525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=45, 

92, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=46, 

94, 0.0013045, SELECT itemID FROM dataminingdb.itemsets WHERE transId=47, 

96, 0.001337, SELECT itemID FROM dataminingdb.itemsets WHERE transId=48, 

98, 0.001323, SELECT itemID FROM dataminingdb.itemsets WHERE transId=49, 

100, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=50, 

102, 0.001318, SELECT itemID FROM dataminingdb.itemsets WHERE transId=51, 

90, 0.00130525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=45, 

92, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=46, 

94, 0.0013045, SELECT itemID FROM dataminingdb.itemsets WHERE transId=47, 

96, 0.001337, SELECT itemID FROM dataminingdb.itemsets WHERE transId=48, 

98, 0.001323, SELECT itemID FROM dataminingdb.itemsets WHERE transId=49, 

100, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=50, 

102, 0.001318, SELECT itemID FROM dataminingdb.itemsets WHERE transId=51, 

104, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=52, 

92, 0.001322, SELECT itemID FROM dataminingdb.itemsets WHERE transId=46, 

94, 0.0013045, SELECT itemID FROM dataminingdb.itemsets WHERE transId=47, 

96, 0.001337, SELECT itemID FROM dataminingdb.itemsets WHERE transId=48, 

98, 0.001323, SELECT itemID FROM dataminingdb.itemsets WHERE transId=49, 

100, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=50, 

102, 0.001318, SELECT itemID FROM dataminingdb.itemsets WHERE transId=51, 

104, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=52, 

106, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=53, 

94, 0.0013045, SELECT itemID FROM dataminingdb.itemsets WHERE transId=47, 

96, 0.001337, SELECT itemID FROM dataminingdb.itemsets WHERE transId=48, 

98, 0.001323, SELECT itemID FROM dataminingdb.itemsets WHERE transId=49, 

100, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=50, 

102, 0.001318, SELECT itemID FROM dataminingdb.itemsets WHERE transId=51, 

104, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=52, 

106, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=53, 

108, 0.00129975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=54, 

96, 0.001337, SELECT itemID FROM dataminingdb.itemsets WHERE transId=48, 

98, 0.001323, SELECT itemID FROM dataminingdb.itemsets WHERE transId=49, 

100, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=50, 

102, 0.001318, SELECT itemID FROM dataminingdb.itemsets WHERE transId=51, 

104, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=52, 

106, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=53, 

108, 0.00129975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=54, 

110, 0.00131275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=55, 

98, 0.001323, SELECT itemID FROM dataminingdb.itemsets WHERE transId=49, 

100, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=50, 

102, 0.001318, SELECT itemID FROM dataminingdb.itemsets WHERE transId=51, 

104, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=52, 

106, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=53, 

108, 0.00129975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=54, 

110, 0.00131275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=55, 

112, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=56, 

100, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=50, 

102, 0.001318, SELECT itemID FROM dataminingdb.itemsets WHERE transId=51, 

104, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=52, 

106, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=53, 

108, 0.00129975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=54, 

110, 0.00131275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=55, 

112, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=56, 

114, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=57, 

102, 0.001318, SELECT itemID FROM dataminingdb.itemsets WHERE transId=51, 

104, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=52, 

106, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=53, 

108, 0.00129975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=54, 

110, 0.00131275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=55, 

112, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=56, 

114, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=57, 

116, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=58, 

104, 0.00130125, SELECT itemID FROM dataminingdb.itemsets WHERE transId=52, 

106, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=53, 

108, 0.00129975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=54, 

110, 0.00131275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=55, 

112, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=56, 

114, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=57, 

116, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=58, 

118, 0.001305, SELECT itemID FROM dataminingdb.itemsets WHERE transId=59, 

106, 0.0013195, SELECT itemID FROM dataminingdb.itemsets WHERE transId=53, 

108, 0.00129975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=54, 

110, 0.00131275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=55, 

112, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=56, 

114, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=57, 

116, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=58, 

118, 0.001305, SELECT itemID FROM dataminingdb.itemsets WHERE transId=59, 

120, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=60, 

108, 0.00129975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=54, 

110, 0.00131275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=55, 

112, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=56, 

114, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=57, 

116, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=58, 

118, 0.001305, SELECT itemID FROM dataminingdb.itemsets WHERE transId=59, 

120, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=60, 

122, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=61, 

110, 0.00131275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=55, 

112, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=56, 

114, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=57, 

116, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=58, 

118, 0.001305, SELECT itemID FROM dataminingdb.itemsets WHERE transId=59, 

120, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=60, 

122, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=61, 

124, 0.001325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=62, 

112, 0.001304, SELECT itemID FROM dataminingdb.itemsets WHERE transId=56, 

114, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=57, 

116, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=58, 

118, 0.001305, SELECT itemID FROM dataminingdb.itemsets WHERE transId=59, 

120, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=60, 

122, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=61, 

124, 0.001325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=62, 

126, 0.00131075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=63, 

114, 0.00131975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=57, 

116, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=58, 

118, 0.001305, SELECT itemID FROM dataminingdb.itemsets WHERE transId=59, 

120, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=60, 

122, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=61, 

124, 0.001325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=62, 

126, 0.00131075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=63, 

128, 0.00131725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=64, 

116, 0.0013055, SELECT itemID FROM dataminingdb.itemsets WHERE transId=58, 

118, 0.001305, SELECT itemID FROM dataminingdb.itemsets WHERE transId=59, 

120, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=60, 

122, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=61, 

124, 0.001325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=62, 

126, 0.00131075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=63, 

128, 0.00131725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=64, 

130, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=65, 

118, 0.001305, SELECT itemID FROM dataminingdb.itemsets WHERE transId=59, 

120, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=60, 

122, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=61, 

124, 0.001325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=62, 

126, 0.00131075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=63, 

128, 0.00131725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=64, 

130, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=65, 

132, 0.001324, SELECT itemID FROM dataminingdb.itemsets WHERE transId=66, 

120, 0.00129925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=60, 

122, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=61, 

124, 0.001325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=62, 

126, 0.00131075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=63, 

128, 0.00131725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=64, 

130, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=65, 

132, 0.001324, SELECT itemID FROM dataminingdb.itemsets WHERE transId=66, 

134, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=67, 

122, 0.00132075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=61, 

124, 0.001325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=62, 

126, 0.00131075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=63, 

128, 0.00131725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=64, 

130, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=65, 

132, 0.001324, SELECT itemID FROM dataminingdb.itemsets WHERE transId=66, 

134, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=67, 

136, 0.00138975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=68, 

124, 0.001325, SELECT itemID FROM dataminingdb.itemsets WHERE transId=62, 

126, 0.00131075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=63, 

128, 0.00131725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=64, 

130, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=65, 

132, 0.001324, SELECT itemID FROM dataminingdb.itemsets WHERE transId=66, 

134, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=67, 

136, 0.00138975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=68, 

138, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=69, 

126, 0.00131075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=63, 

128, 0.00131725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=64, 

130, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=65, 

132, 0.001324, SELECT itemID FROM dataminingdb.itemsets WHERE transId=66, 

134, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=67, 

136, 0.00138975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=68, 

138, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=69, 

140, 0.00127975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=70, 

128, 0.00131725, SELECT itemID FROM dataminingdb.itemsets WHERE transId=64, 

130, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=65, 

132, 0.001324, SELECT itemID FROM dataminingdb.itemsets WHERE transId=66, 

134, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=67, 

136, 0.00138975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=68, 

138, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=69, 

140, 0.00127975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=70, 

142, 0.00133075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=71, 

130, 0.00130925, SELECT itemID FROM dataminingdb.itemsets WHERE transId=65, 

132, 0.001324, SELECT itemID FROM dataminingdb.itemsets WHERE transId=66, 

134, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=67, 

136, 0.00138975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=68, 

138, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=69, 

140, 0.00127975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=70, 

142, 0.00133075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=71, 

144, 0.00140275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=72, 

132, 0.001324, SELECT itemID FROM dataminingdb.itemsets WHERE transId=66, 

134, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=67, 

136, 0.00138975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=68, 

138, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=69, 

140, 0.00127975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=70, 

142, 0.00133075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=71, 

144, 0.00140275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=72, 

146, 0.0013135, SELECT itemID FROM dataminingdb.itemsets WHERE transId=73, 

134, 0.0013015, SELECT itemID FROM dataminingdb.itemsets WHERE transId=67, 

136, 0.00138975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=68, 

138, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=69, 

140, 0.00127975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=70, 

142, 0.00133075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=71, 

144, 0.00140275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=72, 

146, 0.0013135, SELECT itemID FROM dataminingdb.itemsets WHERE transId=73, 

148, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=74, 

136, 0.00138975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=68, 

138, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=69, 

140, 0.00127975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=70, 

142, 0.00133075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=71, 

144, 0.00140275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=72, 

146, 0.0013135, SELECT itemID FROM dataminingdb.itemsets WHERE transId=73, 

148, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=74, 

150, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=75, 

138, 0.00131575, SELECT itemID FROM dataminingdb.itemsets WHERE transId=69, 

140, 0.00127975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=70, 

142, 0.00133075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=71, 

144, 0.00140275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=72, 

146, 0.0013135, SELECT itemID FROM dataminingdb.itemsets WHERE transId=73, 

148, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=74, 

150, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=75, 

152, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=76, 

140, 0.00127975, SELECT itemID FROM dataminingdb.itemsets WHERE transId=70, 

142, 0.00133075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=71, 

144, 0.00140275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=72, 

146, 0.0013135, SELECT itemID FROM dataminingdb.itemsets WHERE transId=73, 

148, 0.00131525, SELECT itemID FROM dataminingdb.itemsets WHERE transId=74, 

150, 0.001331, SELECT itemID FROM dataminingdb.itemsets WHERE transId=75, 

152, 0.001306, SELECT itemID FROM dataminingdb.itemsets WHERE transId=76, 

154, 0.0013425, SELECT itemID FROM dataminingdb.itemsets WHERE transId=77, 

142, 0.00133075, SELECT itemID FROM dataminingdb.itemsets WHERE transId=71, 

144, 0.00140275, SELECT itemID FROM dataminingdb.itemsets WHERE transId=72, 

146, 0.0013135, SELECT itemID FROM dataminingdb.itemsets WHERE transId=73, 
